id,title,description,availability,condition,price,link,image_link,brand,quantity_to_sell_on_facebook
mdc-691b96ff2d8ac473249c,Pack libreta + lápiz + portalápices,Escribe el nombre y color que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,16.90 EUR,https://www.milesdecolores.com/producto/pack-libreta-lapiz-portalapices,https://images.sumup.com/img_1YNCSSZCHS8HAA9VDY8XEEC8ZM,Miles de Colores,999
mdc-414f71569dcdde68ce35,Camiseta bluey globos,Escribe el nombre y número que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,10.90 EUR,https://www.milesdecolores.com/producto/camiseta-bluey-globos,https://images.sumup.com/img_119AN7QD038V1S3XDYNE20ASHZ,Miles de Colores,999
mdc-8627b79a64f3bc3e2c6a,"Caja golosinas ""Primera comunión""",Escribe el nombre y fecha que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,2.50 EUR,https://www.milesdecolores.com/producto/caja-golosinas-primera-comunion,https://images.sumup.com/img_5NN81460G29PDT7TVQNJYHD8RM,Miles de Colores,999
mdc-1da8d0b46ee942b6abf0,Taza kpop rellena,Escribe el nombre que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,16.90 EUR,https://www.milesdecolores.com/producto/taza-kpop-rellena,https://images.sumup.com/img_1N09HXAAPR897826SWYDC953JZ,Miles de Colores,999
mdc-b0b61d8983ebf3ccc14f,"Marco ""Primera comunión""",Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,16.90 EUR,https://www.milesdecolores.com/producto/marco-primera-comunion,https://images.sumup.com/img_45FBXNVZ3A91VTJTS74KMTWV4Z,Miles de Colores,999
mdc-b8522a10df9b4635e2b5,Medalla entrenador madera,"Escribe el nombre, cargo y color de la cinta que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.",in stock,new,5.50 EUR,https://www.milesdecolores.com/producto/medalla-entrenador-madera,https://images.sumup.com/img_6ZM5N4J3DV88MVSDD2R3JDD4JJ,Miles de Colores,999
mdc-32666d08a6e8b510ef88,"Pala tarta ""Primera comunión""",Escribe el nombre y fecha que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,12.50 EUR,https://www.milesdecolores.com/producto/pala-tarta-primera-comunion,https://images.sumup.com/img_19AEXVVYSA9S4V9C1979HNPWDM,Miles de Colores,999
mdc-c83baee884ac6e28dbea,"Cesta nacimiento ""Safari""",Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,65.00 EUR,https://www.milesdecolores.com/producto/cesta-nacimiento-safari,https://images.sumup.com/img_1EJ4192P5F94XBBM7MAQTZAAVG,Miles de Colores,999
mdc-a0b385ce00b4e1a21c1c,Percha bautizo,Escribe el nombre y fecha que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,10.90 EUR,https://www.milesdecolores.com/producto/percha-bautizo,https://images.sumup.com/img_7DXD3414QF9S9SZ86TMC546E1H,Miles de Colores,999
mdc-3a3f0efa637c361e4259,Fiambrera Roblox,Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,12.90 EUR,https://www.milesdecolores.com/producto/fiambrera-roblox,https://images.sumup.com/img_5F5KBM3WH59NJRZZ776RKNGT7V,Miles de Colores,999
mdc-e7e07ca4d7d0d737cc30,Calcetines padrino bautizo,Escribe el nombres y fecha que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,7.90 EUR,https://www.milesdecolores.com/producto/calcetines-padrino-bautizo,https://images.sumup.com/img_6XZNH23A3X97RRW49013VNV6Y4,Miles de Colores,999
mdc-f030f17934fa7e1f80bc,Pulsera acero madrina,Pulsera acero madrina,in stock,new,9.90 EUR,https://www.milesdecolores.com/producto/pulsera-acero-madrina,https://images.sumup.com/img_4JFKH118Z28XJVAP5WFQ6KK1K8,Miles de Colores,999
mdc-e95faa5618ff206eb379,Tarjeta regalo madera cumpleaños,Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,7.90 EUR,https://www.milesdecolores.com/producto/tarjeta-regalo-madera-cumpleanos,https://images.sumup.com/img_1DA6SME5D39WBTD67H4GMN4K4A,Miles de Colores,999
mdc-55044b029de60690ba72,Marco madrina bautizo,Escribe el nombre y dibujo o frase que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,16.90 EUR,https://www.milesdecolores.com/producto/marco-madrina-bautizo,https://images.sumup.com/img_031GEXJ2KY9M4BMS160P6DKJ3F,Miles de Colores,999
mdc-8db39ac0845d0c295c77,Taza montaña rellena,Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,19.90 EUR,https://www.milesdecolores.com/producto/taza-montana-rellena,https://images.sumup.com/img_71PXP79N9H90SAB0W0G1K4S2AW,Miles de Colores,999
mdc-41310d386b1248b0eb39,Caja cumple minnie,Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,2.00 EUR,https://www.milesdecolores.com/producto/caja-cumple-minnie,https://images.sumup.com/img_77HVQAV2MJ973SHF5E0YYK1K3Z,Miles de Colores,999
mdc-0bbf3e89f7766fdeee5f,Taza inicial vichy rellena,Escribe el nombre y color que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,16.90 EUR,https://www.milesdecolores.com/producto/taza-inicial-vichy-rellena,https://images.sumup.com/img_6VYB3ZA1KY85GR6VG78Q4FS7HW,Miles de Colores,999
mdc-6cb98b72a076939c970c,Jarra papá y abuelo,Jarra papá y abuelo,in stock,new,16.90 EUR,https://www.milesdecolores.com/producto/jarra-papa-y-abuelo,https://images.sumup.com/img_7FQJ6DZ60R923SWBNK60V9RP8F,Miles de Colores,999
mdc-2faa44140cf4a2917bf2,Pack fiambrera + botella pitorro,Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,21.90 EUR,https://www.milesdecolores.com/producto/pack-fiambrera-botella-pitorro,https://images.sumup.com/img_3JTSGTBXB68BXTT2YHHVTX55KG,Miles de Colores,999
mdc-e3807d7503d379e134e1,Pack camiseta + mochila + botella con pitorro,Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,35.90 EUR,https://www.milesdecolores.com/producto/pack-camiseta-mochila-botella-con-pitorro,https://images.sumup.com/img_1R6YD99FHR95ZSJ1M07R37B6R0,Miles de Colores,999
mdc-62583a756083e83e9d1f,Pack fiambrera + botella pajita + toalla,Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,37.90 EUR,https://www.milesdecolores.com/producto/pack-fiambrera-botella-pajita-toalla,https://images.sumup.com/img_7B1AH312V29K3SZV2K1AR6BF3G,Miles de Colores,999
mdc-f93e551fc7a77d3c2eff,Jarra jubilado,Jarra jubilado,in stock,new,16.90 EUR,https://www.milesdecolores.com/producto/jarra-jubilado,https://images.sumup.com/img_279B2THR6A97A8561X5P3HJZB0,Miles de Colores,999
mdc-f57c4c82c38072b20a6d,"Jarra ""Papá manitas""",Escribe el nombre que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,16.90 EUR,https://www.milesdecolores.com/producto/jarra-papa-manitas,https://images.sumup.com/img_2MAFYTBRA78FT8688REM4WXMDD,Miles de Colores,999
mdc-02ca58f6e04f7a9994e3,Colgador de ropa Bob esponja,Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra.,in stock,new,10.90 EUR,https://www.milesdecolores.com/producto/colgador-de-ropa-bob-esponja,https://images.sumup.com/img_7BXZH48QXB80ARZTY67T5RVWYH,Miles de Colores,999
mdc-4183ca3e0061ea1399af,Pack jarra cerveza + cerveza,Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,17.90 EUR,https://www.milesdecolores.com/producto/pack-jarra-cerveza-cerveza,https://images.sumup.com/img_1QBM3PXPW49XATSX39GKN6TGQ2,Miles de Colores,999
mdc-745a3b7d2b9c60d516e4,Jarra abuela,Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,16.90 EUR,https://www.milesdecolores.com/producto/jarra-abuela,https://images.sumup.com/img_41E5G148S18CB8ZZR319P7BCH3,Miles de Colores,999
mdc-c061bce026e7321126db,Cesta taza + llavero + calcetines,Cesta taza + llavero + calcetines,in stock,new,29.90 EUR,https://www.milesdecolores.com/producto/cesta-taza-llavero-calcetines,https://images.sumup.com/img_483QV75FMG9W7AXF8NBXFSV1VS,Miles de Colores,999
mdc-dd818444f16840051b27,Camiseta Papá moto,Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,13.90 EUR,https://www.milesdecolores.com/producto/camiseta-papa-moto,https://images.sumup.com/img_1Z9TQKQ21T91SS8E8K0P7RCQF2,Miles de Colores,999
mdc-d50f4de34829a6e2e3cc,Llavero Papá + Mamá prácticas,Escribe el nombre y dibujo que deseas en las notas del pedido al finalizar la compra. Nos pondremos en contacto para confirmar el diseño.,in stock,new,12.00 EUR,https://www.milesdecolores.com/producto/llavero-papa-mama-practicas,https://images.sumup.com/img_1P59TWNMSX8H7VXAEG0REEGG6Y,Miles de Colores,999
mdc-20f9f033da92b21b40c8,Calcetines papá,Calcetines papá,in stock,new,7.90 EUR,https://www.milesdecolores.com/producto/calcetines-papa,https://images.sumup.com/img_1FECF7X40C8FCV5HGAQV4M9XB8,Miles de Colores,999
mdc-baf880930e54ddd3165e,Taza papá y abuelo rellena,Taza papá y abuelo rellena,in stock,new,16.90 EUR,https://www.milesdecolores.com/producto/taza-papa-y-abuelo-rellena,https://images.sumup.com/img_3YCGQ6MK0Z8Z2BCWMXBC31TRK0,Miles de Colores,999
mdc-1ba483970d5a1d5ebab7,Productos | Miles de Colores,Productos | Miles de Colores,in stock,new,9.00 EUR,https://www.milesdecolores.com/productos,https://cdn.sumup.store/shops/02618023/settings/th240/60f311df-799f-4d95-aeac-67512adacd8c.png,Miles de Colores,999
mdc-27bf71aa221bbeccf64b,"articulos personalizados,detalles,bebes,navidad,niños,cumple","articulos personalizados,detalles,bebes,navidad,niños,cumpleaños",in stock,new,2026.00 EUR,https://www.milesdecolores.com/,https://www.milesdecolores.com,Miles de Colores,999
